,store,address,phone
1295,회원,경남 창원시 마산회원구 회원2동 669-4,"055-245-9565,9665"
1296,남양(창원),경남 창원시 성산구 가음동 7-2 더원빌딩 104호,055-261-9295
1297,대방,경남 창원시 성산구 성주동 100,055-275-5258
1298,반송(창원),경남 창원시 성산구 반지동 74-3,055-237-9902~3
1299,사파,경남 창원시 성산구 사파동 113-16,055-286-9945~6
1300,상남,경남 창원시 성산구 상남동 34-9,055-266-1818
1301,성주안민,경남 창원시 성산구 성주동 125,055-289-9926
1302,중앙(창원 성산),경남 창원시 성산구 중앙동 100-1,"055-261-9149, 9949"
1303,감계,경남 창원시 의창구 북면 감계리 246-4,055-252-1992
1304,도계명서,경남 창원시 의창구 도계동 396-9,055-276-9945~6
1305,동읍,경남 창원시 의창구 동읍 용잠리 371-2,055-291-8400
1306,무동,경남 창원시 의창구 북면 무동리 145-7,055-292-1992
1307,봉곡사림,경남 창원시 의창구 봉곡동 116-4,055-277-9661
1308,용지호수,경남 창원시 의창구 용호동 73-50,055-274-1099
1309,중동유니시티,경남 창원시 의창구 서상동 666-6,055-295-9292
1310,팔용,경남 창원시 의창구 팔용동 170-9,055-253-9901
1311,남문,경남 창원시 진해구 남문동 1246-4 (골든프라자),055-547-1515
1312,석동덕산,경남 창원시 진해구 석동 139-6,055-543-9992
1313,웅동용원,경남 창원시 진해구 용원동 1212-11,055-551-9989
1314,자은냉천,경남 창원시 진해구 자은동 135-1 (자은빌딩 103호),055-552-9292
1315,중앙(진해),경남 창원시 진해구 여좌동 925-40,055-547-4248
1316,진해신항,경남 창원시 진해구 용원동 1340,055-542-9989
1317,태평,경남 창원시 진해구 수송동 12-14,055-545-9010
1318,풍호,경남 창원시 진해구 풍호동 305-17,055-541-1991
1319,미수봉평,경남 통영시 미수동 22-1번지 운하상가 115호,055-643-8222
1320,북신무전,경남 통영시 무전동 1033-2,055-646-7879
1321,죽림,경남 통영시 광도면 죽림리 1574-57 가동 103호,055-642-9991
1322,하동,경남 하동군 하동읍 읍내리 238,055-884-2110
1323,칠원,경남 함안군 칠원읍 구성리 650-4,055-587-1992
1324,함안,경남 함안군 가야읍 말산리 58-27,055-583-9989
1325,함양,경남 함양군 함양읍 용평리 773-1,055-964-2223
1326,합천,경남 합천군 합천읍 합천리 320-3,055-931-9941
1327,대정,제주 서귀포시 대정읍 하모리 1048-4,064-794-9930
1328,서귀포1호,제주 서귀포시 동흥동 117-6,064-732-9982
1329,서귀포남원,제주 서귀포시 남원읍 남원리 50,064-764-1997
1330,서귀포명동,제주 서귀포시 서귀동 408-3,064-713-9982
1331,서귀포혁신도시,제주 서귀포시 강정동 166-10,064-739-9931
1332,성산일출봉,제주 서귀포시 성산읍 성산리 362-1,064-782-7099
1333,영어교육도시,제주 서귀포시 대정읍 보성리 2476,064-794-7599
1334,중문,제주 서귀포시 중문동 1965-9,064-738-9996
1335,표선,제주 서귀포시 표선리 633-3,064-787-3636
1336,건입,제주 제주시 일도2동 160-9,064-752-8989
1337,노형,제주 제주시 노형동 1055-1,064-749-1991
1338,도두해안도로,제주 제주시 도두1동 2625-4,064-902-3210
1339,삼양화북,제주 제주시 화북1동 1023-2,064-726-4900~1
1340,세화,제주 제주시 구좌읍 평대리 3349-8,064-782-1997
1341,시청(제주),제주 제주시 이도이동 1179-18,064-756-5592
1342,아라,제주 제주시 아라일동 6080,064-753-9991
1343,아라이도,제주 제주시 이도2동 1970-24,064-726-1991
1344,애월해안도로,제주 제주시 애월읍 고내리 1145-1,064-799-1997
1345,외도하귀,제주 제주시 하귀1리 162-4,064-742-1992
1346,용담삼도,제주 제주시 용담이동 628-24,064-744-0991
1347,일도,제주 제주시 일도이동 377-22,064-727-1991
1348,제주1호,제주 제주시  연동 272-30,"064-711-0331,711-0991"
1349,탑동(제주),제주 제주시 삼도이동 1192-22,064-723-9942
1350,한라대,제주 제주시 노형동 716,064-713-1992
1351,한림협재,제주 제주시 한림읍 한림리 1582-8,064-796-9995
1352,함덕,제주 제주시 조천읍 함덕리 1004-41,064-782-1990
